Sentences,Translation
雨はひどい風を伴った。,The rain was accompanied by a terrible wind.
見渡す限り花畑が広がっていた。,There were fields of flowers as far as the eye could see.
お義理で彼に酒を付き合った。,I accompanied him for drinks in kind.
子供は医者の前で泣きわめいた。,The child cried in front of the doctor.
車をこの線まで進めて下さい。,Please advance the car to this line.
写真に関わるあらゆる人々と繋がることが出来る機会です。,This is an opportunity to connect with all kinds of people involved in photography.
彼を会長候補に挙げることが決まった。,It was decided to nominate him for president.
ビジネスチャンスを確実に捉える。,Seize business opportunities with certainty
彼はびっくりして彼女を見つめた。,He stared at her in amazement.
ご回復と伺って一同大いに喜びました。,We are all very happy to hear that you are recovering.
僕の質問を避けてはいけない。,Don't avoid my questions.
彼は収入に応じた生活をしている。,He lives on his income.
彼女の声は遠くまで届く。,Her voice reaches far.
夏は終わりに近づいている。,Summer is coming to an end.
大勢の人が広場に集まった。,A large crowd gathered in the plaza.
ここにはよくいらっしゃるんですか？,Do you come here often?
今日は出かけたい気分だ。,I feel like going out today.
この窓から海が眺められる。,You can see the ocean from this window.
会場の周りに幕を張った。,A curtain was put up around the venue.
私は税金を含めて月40万円の収入がある。,"I have an income of $400,000 per month including taxes."
彼は一等賞を目指している。,He is going for the first prize.
彼女は子供達を愛している。,She loves her children.
彼は私達に何か隠していると思った。,I thought he was hiding something from us.
候補は都民の過半数の支持を集めた。,The candidate attracted the support of a majority of Tokyo residents.
この仕事は手間ひまを食う。,This job takes a lot of time and effort.
私の方へボールが飛んで来た。,The ball flew toward me.
僕の努力は何の成果ももたらさなかった。,My efforts brought no results.
そんなに叫ばなくても聞こえます。,You don't have to shout so much to be heard.
その小さな犬は逃げようとしました。,The little dog tried to run away.
歯を抜いてもらったんだ。,I had my teeth pulled.
木立が地上に影を落としていた。,A grove of trees cast shadows on the ground.
夏休みは本を読んで暮らした。,He spent his summer vacation reading books.
降りる方が済むまでお待ちください。,Please wait until the person getting off is finished.
教育において試験が大きな役割を果たしている。,Examinations play a major role in education.
木の幹に山小屋への方向が記されていた。,Directions to the lodge were marked on a tree trunk.
この鶏はもう卵を産まなくなった。,This hen no longer lays eggs.
事故の責任を問われて社長は辞職した。,The president resigned after being held responsible for the accident.
車のエンジンが止まった。,The car engine stopped.
 彼はそれをつかんでぎゅっと握りしめた。,He seized it and held it tightly.
済んだら辞書をもとの棚に返してください。,"When you are finished, return the dictionary to its original shelf."
軽井沢で１か月を過ごした。,軽井沢で１か月を過ごした。
