Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
怒る,okoru,get angry,trans.intrans.,まあまあ、そう怒らないでくださいな," Now, please don’t get so angry.",,,,,,,
着換える,kikaeru,get changed,trans.intrans.,私はもう着替えました,I have already changed my clothes.,,,,,,,
曇る,kumoru,get cloudy,intrans.,曇ってきた,It’s getting cloudy.,,,,,,,
太る,futoru,get fat,intrans.,彼女は太っているとはいえないまでも大柄な人だ," She is large, not to say fat.",,,,,,,
越える,koeru,"get fat, grow fertile, cross over, exceed",trans.,彼女は少なくとも４０才は越えていると思う,I think she’s over 40 years old.,,,,,,,
入る,hairu,"get in, break into, to join , to contain, to hold, to have",intrans.,補足情報には、副詞や副詞のはたらきをするものが入ります,Supplementary information includes adverbs and things that function as adverbs. ,,,,,,,
降りる,oriru,"get off, go down",intrans.,姫路駅で降りなさい,Get off at Himeji Station,,,,,,,
疲れる,tsukareru,get tired,intrans.,目が疲れやすいです,My eyes get tired very easily.,,,,,,,
起きる,okiru,get up,intrans.,早く起きろ,Get up early,,,,,,,
慣れる,nareru,"get used to, become familiar with",intrans.,夜更かしになれている,I’m used to staying up late.,,,,,,,
暖まる,atatamaru,get warm,intrans.,味噌汁が温まった,The miso soup has heated up.,,,,,,,
あげる,ageru,give,trans.,あなたは時には妹さんにおこづかいをあげますか,Do you sometimes give your sister money?,,,,,,,
くれる,kureru,give (the giver is not the speaker),trans.,「なあ、そこの姉さん」「え？」「ちょっと相談に乗ってくれないか？」,"“Say, you, the lady over there.” “Eh?” “Could you give me a bit of advice?”",,,,,,,
返す,kaesu,"give back, return (something to someone)",trans.,必ず明日その本を返しなさい,Don’t fail to return the book tomorrow.,,,,,,,
思い切る,omoikiru,"give up all thoughts of,  to abandon",trans.intrans.,彼女の事が思い切れない,I can’t forget her.,,,,,,,
睨む,niramu,"glare at, keep an eye on",trans.,彼はにくらしげに彼女をにらんだ,He stared at her with hatred.,,,,,,,
齧る,kajiru,"gnaw, nibble",trans.,犬は肉を骨からかじりとった,The dog bit meat off the bone.,,,,,,,
行く,iku,go,intrans.,幼なじみが春から大阪の大学に行くらしい,Apparently an old friend of mine is going to a university in Osaka in Spring.,,,,,,,
進む,susumu,"go forward, advance",intrans.,エイズウイルスの拡散は恐るべき速さで進んでいる,The speed of the spread of AIDS is horrifyingly fast.,,,,,,,
狂う,kuruu,"go mad, be out of order",intrans.,私の時計は狂っている, My watch is broken.,,,,,,,
出る,deru,go out,intrans.,月も出ていない闇夜だった,"It was a dark night, with no moon.",,,,,,,
出かける,dekakeru,"go out, leave home",intrans.,旅に出かけたい気がする,I feel like going on a trip.,,,,,,,
回る,mawaru,go round,intrans.,葉が空中でぐるぐる回っていた,Leaves were whirling in the air.,,,,,,,
上がる,agaru,"go up, rise",,幕があがった,The curtain rose,,,,,,,
握る,nigiru,grasp,,彼女はロープをしっかりと握った,She took a strong hold on the rope. ,,,,,,,
迎える,mukaeru,"greet, meet, welcome",,友人を迎えに駅まで行ってきたところだ,I’ve been to the station to meet a friend.,,,,,,,
生える,haeru,grow,,植物が生える,Plants grow.,,,,,,,
暮れる,kureru,grow dark (sunset),,冬の日は速く暮れる,"In the winter, days are shorter.",,,,,,,
歳取る,toshitoru,grow old,,みんな死んでいくな。俺も歳取るはずだ。,Everyone dies. I’ll grow old to,,,,,,,
静まる,shizumaru,grow quiet,,嵐は静まった,The storm has died down.,,,,,,,
茂る,shigeru,grow thick,,こんもりと茂った木々の葉を通して日光が差し込んだ,The sunshine penetrated the thick leaves of the trees.,,,,,,,
育つ,sodatsu,"grow up, be raised",,彼女は金持ちの家庭に育った,She was brought up in a rich family.,,,,,,,
愚痴る,guchiru,grumble,,「うちの愛妻がケチでさー」「のろけてる？愚痴ってる？」,“My wonderful wife is so stingy that …” “You boasting? Or complaining?”,,,,,,,
渡す,watasu,hand over,,かれに財布を渡して,Just give him the wallet.,,,,,,,
有る,aru,have,,緑色のはありますか,Do you have any in green?,,,,,,,
持つ,motsu,"have, hold, own",,胃がもたれます,My stomach feels heavy.,,,,,,,
聞く,kiku,hear,,聞いてるの,Do you hear me?,,,,,,,
助ける,tasukeru,help,,助けてください,I need help.,,,,,,,
助ける,tasukeru,help,,ワインは消化を助ける,Wine helps digest food.,,,,,,,
手伝う,tetsudau,help,,彼女は彼を手伝った,She helped him.,,,,,,,
隠れる,kakureru,hide (oneself),,トムはテーブルの下に隠れた,Tom hid under the table.,,,,,,,
隠す,kakusu,hide (something),,ベッドの下に隠さないでよ,Don’t hide under the bed.,,,,,,,
仄めかす,honomekasu,hint,,彼女は我々と行きたいのだとほのめかした,She implied that she would like to come with us.,,,,,,,
雇う,yatou,"hire, employ",,あなたは彼を雇うことができる,You can employ him.,,,,,,,
抱える,kakaeru,"hold (in your arms), have",,トムは大きな問題を抱えている,Tom has a big problem.,,,,,,,
急ぐ,isogu,hurry,trans.intrans.,急いで！,Step on it!,,,,,,,
痛める,itameru,"hurt, injured",trans.,ひじを痛めました,I hurt my elbow.,,,,,,,
想像する,souzou suru,imagine,suru,月の上にいると想像しなさい,Imagine yourself to be on the moon.,,,,,,,
増える,fueru,increase,intrans.,体重が増えています,I’m gaining weight.,,,,,,,
示す,shimesu,"indicate, point out",trans.,雪は冬の到来を示す,Snow indicates the coming of winter.,,,,,,,
苦しめる,kurushimeru,"inflict pain, torment",trans.,あなたは虚言で私は苦しめる,Your lies pain me.,,,,,,,
誘う,sasou,"invite, tempt",trans.,彼女は中に入るよう誘った,She invited him in.,,,,,,,
やじる,yajiru,jeer at,,彼らは彼の提案をやじった,They hooted at his suggestion.,,,,,,,
冗談を言う,jōdan o iu,joke,,彼はそれについて冗談を言った,He made a joke about it.,,,,,,,
飛ぶ,tobu,"jump, fly",,鳥は飛ぶ,Birds fly.,,,,,,,
飼う,kau,"Keep (a pet), raise, rear",,彼女は猫を飼っている。その猫は白い,She has a cat. The cat is white,,,,,,,
蹴る,keru,kick,,彼は私の横っ腹を蹴った,He kicked my side.,,,,,,,
殺す,korosu,kill,,喫煙は人を殺す,Smoking kills.,,,,,,,
キスする,kisusuru,kiss,,彼は彼女にきづかれないようにさっとキスした,He stole a kiss from her.,,,,,,,
知る,shiru,know,,知らない,I don’t know.,,,,,,,
着陸する,chakuriku suru,land,,その飛行機は十時に飛行場に着陸します,The plane will land at the airport at ten o’clock.,,,,,,,
笑う,warau,laugh,,妹は心ゆくまで笑った,My sister laughed to her heart’s content.,,,,,,,
伏せる,fuseru,lay face down,,床に伏せろ！,Get down on the floor!,,,,,,,
連れる,tsureru,lead,,友達を連れてきなさい,Bring along your friend.,,,,,,,
漏らす,morasu,"leak, disclose",,彼女はその秘密を友達にもらした,She babbled out the secret to her friend.,,,,,,,
漏れる,moreru,"leak, escape",,ニュースがもれた,The news leaked out.,,,,,,,
傾く,katamuku,"lean towards, tilt",,この家は傾いている,This house is leaning to one side.,,,,,,,
学ぶ,manabu,learn,,学びます,I will learn.,,,,,,,
習う,narau,learn,,チェコ語を習っている,I’m learning Czech.,,,,,,,
残す,nokosu,"leave behind, save",,犯人は足跡を残していた,The criminal left footprints.,,,,,,,
残る,nokoru,"left over, remain",,傷あとが残りますか,Will I have a scar?,,,,,,,
貸す,kasu,lend,,金を貸す,I lend money.,,,,,,,
舐める,nameru,lick,,猫は足の先をなめていた,The cat was licking its paws.,,,,,,,
うそを言う,uso wo iu,lie,,うそを言うな,Don’t you lie!,,,,,,,
限る,kagiru,limit,,ただしかっこいい男に限る,However that’s only for handsome men.,,,,,,,
並べる,naraberu,"line up, list, arrange in order",,我々は大きさの順に並べた,We arranged the books according to size.,,,,,,,
暮らす,kurasu,live,,裕福に暮らす,Live in affluence.,,,,,,,
住む,sumu,"live, reside",,現在は舞子に住んでいません,I don’t live in Maigo now.,,,,,,,
見る,miru,look,,私を見て,Look at me.,,,,,,,
見做す,minasu,"look upon, consider",,彼女は彼を間抜けな人間とみなした,She regarded him as stupid,,,,,,,
負ける,makeru,lose,,負けるな,Don’t give in.,,,,,,,
痩せる,yaseru,lose weight,,少しやせました,I’ve lost a little weight.,,,,,,,
落とす,otosu,"lose, drop",,鉛筆を落としましたよ,You dropped your pencil.,,,,,,,
失う,ushinau,"lose, part with",,失うものは何もない,I won’t lose anything.,,,,,,,
無くす,nakusu,"lose, remove",,時計をなくしました,I lost the watch.,,,,,,,
愛する,aisuru,love,,愛してます,I love you.,,,,,,,
可愛がる,kawaigaru,"love, be affectionate, tender",,母親は往々にして子供をかわいがり過ぎる,Mothers often pamper their children.,,,,,,,
下げる,sageru,"lower, hang",,手を下げろ,Put your hand down.,,,,,,,
作る,tsukuru,make,,バターはクリームで作る,Butter is made with cream.,,,,,,,
イチャイチャする,ichaicha suru,make out,,街中でイチャイチャするカップル見たら腹立ちませんか？,Doesn’t it irritate you to see couples making out around town?,,,,,,,
間違える,machigaeru,make a mistake,,間違えちゃった,I made a mistake.,,,,,,,
稼ぐ,kasegu,make money,,彼はおおいに稼ぐ,He earns a great deal.,,,,,,,
騒ぐ,sawagu,make noise,,そんなに騒ぐな,Don’t make so much noise.,,,,,,,
拵える,koshiraeru,make;  to manufacture;,,長いわずらいで彼は借金をこさえた,His long sickness ran him into debt.,,,,,,,
結婚する,kekkon suru,marry,,彼女と結婚したい,I want to marry her.,,,,,,,
合う,au,"match, fit",,目と目が合った,Their eyes met.,,,,,,,
熟す,jukusu,"mature, ripen",,りんごが熟している,The apples are ripe.,,,,,,,
計る,hakaru,"measure, plan, plot",trans.,体温を計る,Take one’s temperature.,,,,,,,
会う,au,meet,intrans.,来月会いしましょう,I’ll see you next month.,,,,,,,
溶ける,tokeru,"melt, dissolve, come untied",intrans.,砂糖は水に溶ける,Sugar dissolves in water.,,,,,,,
どじる,dojiru,mess up,,あう～、あたしったらまたドジっちゃいました,"Ahh, silly me, I’ve messed up again.",,,,,,,
外す,hazusu,miss,,的を外してしまった,I’ve missed my aim.,,,,,,,
混ぜる,mazeru,mix,,牛乳と卵を混ぜなさい,Blend milk and eggs together.,,,,,,,
動く,ugoku,move,,地面が動いた,The ground rocked.,,,,,,,
動かす,ugokasu,"move, operate",,信仰は山をも動かす,Faith can move mountains.,,,,,,,
とちる,tochiru,mess up one’s lines,,この新人のアナウンサーさっきからとちってばかりいる,This new announcer keeps stumbling.,,,,,,,
かける,kakeru,multiply,,さんかけるさんはきゅう,Three times three is nine,,,,,,,
要る,iru,need,,昼食はいらない,I don’t want lunch.,,,,,,,
知らせる,shiraseru,notify,,後で知らせるよ,I’ll let you know later.,,,,,,,
起こる,okoru,"occur, happen",,いつ起こったの？,When did this occur?,,,,,,,
