Words,Meaning,Sentences,Translation,Level
扱う,"to deal with (a person), to treat, to handle, to take care of, to entertain",その少女をやさしく扱ってあげなさい。,You should treat the girl kindly.,3
集まる,"to gather, to collect, to assemble",多くの人が祭りを見るために集まった。,A big crowd of people collected to watch the festival.,3
当てはまる,"to apply (a rule), to be applicable, to come under (a category), to fulfill, to hold true",この理論は全てに当てはまる。,This theory holds in everything.,3
侮る,"to disdain, to look down on, to make light of, to hold in contempt, to scorn",彼はいつも政府を侮ったようなことを言う。,He always speaks of the government with contempt.,3
余す,"to save, to leave over, to spare",彼は、旅券を余そうとした。,He tried to save something from his travel expenses.,3
甘やかす,"to pamper, to spoil",若い親はしばしば子どもを甘やかす。,Young parents often indulge their children.,3
余る,"to remain, to be left over, to be in excess",それは私の力に余る仕事です。,It is a task beyond my power.,3
操る,"to operate (e.g. a machine), to handle, to manage, to control, to have a good command",儲けようとする投機筋に操られているのです。,It's being manipulated by investors trying to make it rich.,3
誤る,"to make a mistake, to err, to mislead, to misguide",しかしながら、品物の数が誤っていました。,"However, the quantity was not correct.",3
歩み寄る,"to compromise, to meet halfway, to step up to, to walk up to",お互い歩み寄って問題を解決した。,We solved the problem by mutual concessions.,3
洗う,"to wash, to cleanse, to rinse",床はとても汚れているので洗う必要がある。,The floor is so dirty that It requires washing.,3
荒らす,"to lay waste, to devastate, to damage, to invade, to troll",庭を荒らしたのは誰だ。,Who destroyed the garden?,3
争う,"to compete, to contest, to contend",彼らは賞を目指して争っている。,They are contending for the prize.,3
表す,"to represent, to signify, to stand for",言葉でそれを表せない。,Words cannot express it.,3
担ぐ,"to shoulder, to carry on one's shoulder",私は箱を肩に担いだ。,I carried the box on my shoulder.,3
担う,"to carry on one's shoulder, to shoulder, to bear, to bear (burden, responsibility, etc.)",この梱包材が断熱機能を担っている。,This packaging material provides heat insulation.,3
耐える,"to bear, to stand, to endure, to put up with",彼はその光景を見るのに耐えられなかった。,He could not bear to see the scene.,3
第三に,thirdly,第三に、生産能力は比較的安定している。,"Thirdly, production capacity is relatively stable.",3
急に,"suddenly, quickly, rapidly, swiftly",汽車が急に止まった。,Our train stopped suddenly.,3
かなり前に,"long before, some time ago",彼女がかなり前にチケットを注文する。,She orders the tickets long before.,3
初めは,at first,初めは何でも難しそうに見えた。,"At first, everything seemed difficult.",3
初めて,for the first time,これは私の初めての外国訪問だった。,This was my first visit to a foreign country.,3
鼻水,"nasal mucus, dripping nose, snot",この薬は鼻水に不思議なほどよく効く。,This medicine will do wonders for a runny nose.,3
風邪,"common cold, cold, influenza, flu",赤ちゃんは風邪が治った。,The baby has gotten rid of its cold.,3
肺炎,pneumonia,肺炎にかかると呼吸困難になる。,Pneumonia causes difficulty in breathing.,3
貧血,"anemia, anaemia",医者は貧血の検査をするためサンプルを分析した。,The doctor analyzed the blood sample for anemia.,3
近視,"myopia, shortsightedness, nearsightedness",私は近視なので、あの看板に何が書いてあるか分からない。,"I am near-sighted, so I cannot make out what is written on that signboard.",3
遠視,"farsightedness, far-sightedness, hyperopia, hypermetropia",年齢を重ねるにつれ、だんだん遠視になってきている。,I'm getting farsighted as I get older.,3
脳卒中,"stroke, cerebral haemorrhage, cerebral hemorrhage",去年脳卒中を起こしました。,I had a stroke last year.,3
喘息,asthma,喘息の発作が起きました。,I had an asthma attack.,3
糖尿病,"diabetes, diabetes mellitus",彼は糖尿病のどんな兆しにも注意していた。,He was watchful for any sign of diabetes.,3
歯痛,toothache,歯痛のために彼の顔ははれあがった。,The toothache made his face swell up.,3
下痢,diarrhea,下痢をしています。,I have diarrhea.,3
便秘,constipation,３日間便秘しています。,I have been constipated for three days.,3
食中毒,food poisoning,乗務員全員が食中毒で苦しんだ。,The entire crew was afflicted with food poisoning.,3
胃炎,gastritis,慢性胃炎は胃の炎症性疾患です。,Chronic gastritis is an inflammatory disease of the stomach.,3
虫垂炎,appendicitis,「どうだった？」「急性虫垂炎だって」,"""How did it go?"" ""They said it was acute appendicitis.""",3
潰瘍,ulcer,胃に潰瘍が出来る。,An ulcer forms in the stomach.,3
脳震盪,concussion (of the brain),脳しんとうを起こしました。,I had a cerebral contusion.,3
悪性,"malignant (cancer), virulent, pernicious (anemia, anaemia)",悪性の風邪が全国で流行っている。,A serious form of flu prevails throughout the country.,3
良性,benign,幸い彼女のしこりは良性でしたが。,"Fortunately, her lump was benign.",3
炎症,"inflammation, irritation",目が炎症を起こしているようですが。,I'm afraid I have an inflammation in my eyes.,3
慢性,chronic (illness),ここに慢性の痛みがあります。,I have a chronic pain here.,3
疾患,"disease, ailment, illness",彼女は慢性疾患で苦しんでいる。,She suffers from a chronic disease.,3
兆候,"sign, indication, omen, symptom",多くの病気と同様、それには特有の兆候がある。,"Like most diseases, it has its own symptoms.",3
体温,"temperature, body temperature (human, animal)",彼の体温は正常だ。,His temperature is normal.,3
熱,"heat, fever, temperature, zeal, passion",私は熱が３８度ある。,My temperature is 38 degrees.,3
脈拍,"pulse, pulse rate, pulsation, stroke of pulse",彼は脈拍がおそい。,His pulse beats slow.,3
目まい,"dizziness, giddiness, vertigo",急に立ち上がったら、クラッとめまいがした。,I suddenly stood up and felt faint and light-headed.,3
熱い,"hot (thing), hot (e.g. temper, topic), intense, severe",右目が熱い感じです。,My right eye feels hot.,3
震え,"shivering, trembling",震えが背筋を走った。,A shiver ran down my spine.,3
咳,"cough, coughing, tussis",咳が出ますか。,Do you have any coughing?,3
くしゃみ,sneeze,くしゃみが止まりません。,I can't stop sneezing.,3
気絶する,"faint, swoon",彼女は気絶寸前だった。,She almost passed out.,3
打身,bruise,ラグビーの試合の後、全身打ち身だらけだった。,My whole body was one big bruise after the rugby game.,3
