Words,Meaning,Sentences,Translation
下痢,diarrhea,下痢をしています。,I have diarrhea.
便秘,constipation,３日間便秘しています。,I have been constipated for three days.
食中毒,food poisoning,乗務員全員が食中毒で苦しんだ。,The entire crew was afflicted with food poisoning.
胃炎,gastritis,慢性胃炎は胃の炎症性疾患です。,Chronic gastritis is an inflammatory disease of the stomach.
虫垂炎,appendicitis,「どうだった？」「急性虫垂炎だって」,"""How did it go?"" ""They said it was acute appendicitis."""
潰瘍,ulcer,胃に潰瘍が出来る。,An ulcer forms in the stomach.
脳震盪,concussion (of the brain),脳しんとうを起こしました。,I had a cerebral contusion.
悪性,"malignant (cancer), virulent, pernicious (anemia, anaemia)",悪性の風邪が全国で流行っている。,A serious form of flu prevails throughout the country.
良性,benign,幸い彼女のしこりは良性でしたが。,"Fortunately, her lump was benign."
炎症,"inflammation, irritation",目が炎症を起こしているようですが。,I'm afraid I have an inflammation in my eyes.
慢性,chronic (illness),ここに慢性の痛みがあります。,I have a chronic pain here.
疾患,"disease, ailment, illness",彼女は慢性疾患で苦しんでいる。,She suffers from a chronic disease.
兆候,"sign, indication, omen, symptom",多くの病気と同様、それには特有の兆候がある。,"Like most diseases, it has its own symptoms."
体温,"temperature, body temperature (human, animal)",彼の体温は正常だ。,His temperature is normal.
熱,"heat, fever, temperature, zeal, passion",私は熱が３８度ある。,My temperature is 38 degrees.
脈拍,"pulse, pulse rate, pulsation, stroke of pulse",彼は脈拍がおそい。,His pulse beats slow.
目まい,"dizziness, giddiness, vertigo",急に立ち上がったら、クラッとめまいがした。,I suddenly stood up and felt faint and light-headed.
熱い,"hot (thing), hot (e.g. temper, topic), intense, severe",右目が熱い感じです。,My right eye feels hot.
震え,"shivering, trembling",震えが背筋を走った。,A shiver ran down my spine.
咳,"cough, coughing, tussis",咳が出ますか。,Do you have any coughing?
くしゃみ,sneeze,くしゃみが止まりません。,I can't stop sneezing.
気絶する,"faint, swoon",彼女は気絶寸前だった。,She almost passed out.
打身,bruise,ラグビーの試合の後、全身打ち身だらけだった。,My whole body was one big bruise after the rugby game.
たんこぶ,"bump (e.g. on forehead), lump, protuberance, swelling",たんこぶをつくってしまうことがあります。,It can cause bumps to form.
あざ,"birthmark, nevus, bruise",彼は全身あざだらけだった。,He was covered with bruises.
打撲傷,"bruise, contusion",左腕に打撲傷を負った。,I got my left arm bruised.
打撲する,"blow, hit (on the body), beating",首に打撲と擦り傷が襲われたようです。,Looks like bruising and abrasions on the neck from the attack.
足を引きずる,to limp,彼女は足を引きずるとを歩いて。,She limped and walked away.
脱臼する,dislocation,右腕の関節が脱臼したようです。,I'm afraid I dislocated my right arm.
骨折する,bone fracture,スキーをしたら、足を骨折した。,I broke my leg skiing.
切り傷,"cut, gash, incision",マユコは指に切り傷を作った。,Mayuko got a cut on her finger.
出血,"bleeding, haemorrhage, hemorrhage",彼の負傷した脚がまた出血を始めた。,His wounded leg began to bleed again.
火傷する,"burn, scald",私は指先を火傷した。,I burned my fingertip.
刺す,"to pierce, to stab, to prick, to stick, to thrust",彼は針で指を刺した。,He hurt his finger with a needle.
怪我する,"injury (to animate object), hurt",ある実験で怪我をして、かなりの重傷だった。,"I got hurt during an experiment, and the injury was pretty serious."
負傷,"injury, wound",数人に人たちが負傷して横たわっていた。,Several people lay wounded.
外傷,"external wound, (physical) trauma",彼の負った傷はすべて外傷だった。,All his injuries are external.
熱に浮かされる,"to be delirious with fever, to have a feverish dream, to be crazy about something",熱に浮かされたような書きっぷり。,You write like you're on a hot streak/fever.
どもる,"to stammer, to stutter",彼女はあがるとどもる。,She stammers when she feels nervous.
日射病,"heatstroke, sunstroke",熱中症を予防しましょう。,Prevent heat stroke.
患者,patient,看護婦たちは、日夜患者の世話をした。,The nurses attend to the patient day and night.
診断,"diagnosis, medical examination",診断は医者に任せなければなりません。,You must leave diagnosis to your doctor.
診察,medical examination,私は彼を説得して医者の診察を受けさせた。,I persuaded him to be examined by the doctor.
診療,"diagnosis and treatment, medical care",診療予約を取ってもらえますか。,Can I make an appointment to have a medical examination?
療養,"recuperation, medical treatment",療養に専念すべきです。,You have to concentrate on your recovery.
医療,"medical care, medical treatment",その子は病院で適切な医療を受ける必要がある。,He needs proper medical attention at a hospital.
治療,"medical treatment, cure",その腕利きの医者は多くの病気を治療できた。,The clever doctor could cure many illnesses.
療法,"therapy, treatment, remedy, cure",その療法は少し痛むのでしょうか。,Will the therapy cause me any pain?
早期治療,early treatment,早期治療は、重篤な合併症を防ぐのに役立ちます。,Early treatment can help prevent serious complications.
看護する,"nursing, (army) nurse",家族のものは交替で病人の看護をした。,The members of the family nursed the patient by turns.
手術,"surgery, operation, procedure",医者は彼女の肺がんの手術をした。,The surgeon operated on her for lung cancer.
包帯する,"bandage, dressing",看護婦さんが私の足に包帯を巻いてくれた。,The nurse wound my leg with a bandage.
