W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
親善,goodwill,除外,Exclude,体操,Gymnastics,知識,knowledge,漁船,Fishing Boat,異,different
正確,exact,押える,hold,真っ先,first,捨てる,throw away,あくまで,All the way,満ちる,fill
面会,face-to-face meeting,試合,Game,頼もしい,reliable,停車,stopping,公,public,麻酔,Anesthesia
世紀,century,緊張,Tension,余り,too much,幹線,trunk line,短縮,Shortening,街,City
頼み,request,党,Party,昼間,Daytime,合併,Merger,貧しい,Poor,餌,Bait
起こる,happen,捕る,catch,緊急,Emergency,自動車,automobile,月,month,課題,Challenges
遍,all around,申し込む,apply for,海峡,strait,出来る,can,少年,boy,老人,Old man
どんどん,more and more,そっくり,look,解釈,Interpretation,図鑑,illustrated book,訳,translation,いらっしゃる,Coming
スプーン,spoon,収集,collect,戦術,Tactics,読む,read,あちら,over there,隣,Neighbor
勝る,surpasses,再三,again and again,工場,Factory,上位,Top,肩,shoulder,抱く,Hold
気味,feeling,当時,at that time,進出,Expansion,通貨,Currency,承諾,consent,そっち,that way
面接,interview,深夜,late at night,政治,Politics,沸く,Boil,向ける,face,動向,movement
盛る,heaping,同一,identical,投げる,throw,季節,Season,責務,duty,旅行,travel
重点,focus,茶色,brown,会員,Member,戻す,Bring back,警戒,vigilance,疲労,fatigue
略奪,plunder,易い,easy,大好き,love,深める,Deepen,見直す,review,確信,conviction
懐かしい,nostalgic,回る,turn,効く,effective,夏,Summer,手元,at hand,緑,Green
便利,Convenience,好意,favor,机,Desk,幹部,Executive,岩,rock,末,end
飲む,Drink,暮れる,dusk,刑事,Detective,名簿,Directory,視点,point of view,起床,waking up
日本語,Japanese,なんだかんだ,something or someone,単位,Unit,近代,Modern,準備,preparation,似る,similar to
高まる,rise,気に入る,like,食器,Tableware,口頭,Oral,売店,store,幾ら,how much
運河,Canal,大気,atmosphere,作業,Work,地獄,Hell,社説,editorial,経験,experience
害,Harm,消費,consumption,取扱,Handling,上手い,Good,濫用,Abuse,おかしい,strange
診察,examination,薬品,medicine,復習,Review,組合,union,類似,Similarity,横断,crossing
困難,Difficulty,保険,Insurance,揃う,Preparing,賑やか,Lively,本人,the person,ほっと,to cut
故障,breakdown,失礼,Excuse me,アルバイト,part-time job,微笑む,Smiling,岬,Cape,斬る,cut
整備,Maintenance,なる,Become,姓,Surname,不況,Recession,全体,Whole,写る,take a picture
経営,management,覚める,Wake up,指摘,Pointing out,諸君,Gentlemen,外来,outward,請求,claim
あれこれ,this and that,助ける,help,功績,achievements,河川,river,段々,Step by step,鉢,bowl
被る,suffer,幸い,fortunate,及ぶ,reach,感想,Impressions,貴族,noble,手紙,letter
脱退,Withdrawal,貴重,precious,ずらす,shift,抑制,restraint,罰,Punishment,詰まる,stuff up
為替,Exchange,並行,parallel,発電,power generation,内容,Content,民謡,Folk Song,台,stand
再現,Reproduction,留まる,stay,中枢,center,探る,Explore,題名,title,開拓,pioneering
方式,Method,人材,People,感触,Sensation,使命,Mission,寄り,closer,いい加減,not good
外部,External,原作,Original,誕生,birth,限る,limit,早い,fast,大,big
公共,Public,速い,Fast,建つ,build,火曜,Tuesday,横切る,Crossing,救い,salvation
輸入,Import,拾う,Pick up,便り,news,中途,Midway,運送,transport,公認,authorized
視覚,Vision,火曜日,Tuesday,始まる,begin,美容,Beauty,変遷,change,発想,ideas
改善,Improvement,壁,Wall,混じる,Mix,調停,Mediation,大変,hard,注ぐ,Pouring
際,Time,補強,Reinforcement,彼ら,They,世界,World,捜す,search for,店員,shopkeeper
実は,Actually,予想,Forecast,幼児,Infants,必要,Necessary,学者,scholar,学校,School
見方,how to see,有益,Beneficial,定年,retirement age,雌,Female,正常,normal,ドア,door
贈る,give,相談,Consultation,誉める,Praise,付近,vicinity,上下,up and down,みたい,like
敷地,site,仕上がり,Finish,救援,Rescue,家具,Furniture,失業,Unemployment,踊る,dance
いかが,how,首脳,head,不可,Not possible,容易,Easy,どうして,Why,無視,Ignore
細菌,Bacteria,詰める,fill,そっと,Gently,夕べ,Evening,塩,salt,事前,Advance
ごみ,Garbage,濃い,thick,湧く,spring up,起点,starting point,ニュース,News,繰り返す,Repeat
傾く,incline,筆者,author,客観,Objective,申す,say,手続き,Procedure,贅沢,Luxury
述べる,state,本国,home country,着陸,Landing,任務,Duties,生える,grow,裸,Naked
袖,sleeve,連続,consecutive,制度,Institution,整理,organizing,取り入れる,take in,預かる,take care of
溜める,accumulate,金曜,Friday,条約,Treaty,読者,reader,水準,Level,朗読,read
トイレ,toilet,特集,Feature,お父さん,Father,回数,times,または,or,換える,replace
必ずしも,necessarily,杉,Japanese cedar,優,superior,また,Also,引き上げる,pull up,おとなしい,be quiet
付属,attached,いわゆる,The so-called,左右,left and right,乗客,Passenger,膨らむ,swell,留まる,stay
階層,hierarchy,高価,high price,灯油,kerosene,黙る,Silence,お祝い,Celebration,後退,retreat
掃除,cleaning,特定,Specific,郵便,mail,長女,Eldest daughter,武士,warrior,移住,migrate
非行,Delinquency,管理,management,激励,encouragement,予算,Budget,現行,present,質,quality
追加,Add,酸素,Oxygen,行う,do,テスト,Test,体重,Weight,祝う,Celebrate
凹む,dent,探す,Search for,招く,invite,表情,Facial expression,方法,Method,全力,full strength
両,Both,不服,Disagreement,連れる,lead,不動産,real estate,本,Book,現実,Reality
実験,Experiment,政権,Administration,要る,require,黒板,Blackboard,姿,Form,名作,Masterpiece
血管,Blood Vessel,予定,schedule,成長,grow,解ける,Solve,欲望,Desire,軌道,Orbit
発売,Launch,たっぷり,plenty,棒,stick,防犯,Crime prevention,追う,Chasing,装置,device
会話,Conversation,振る,swing,歓声,cheer,燃料,Fuel,時期,Time,ぴったり,Perfect fit
時折,Occasional,半ば,half,配る,distribute,味覚,Taste,不景気,recession,高校生,High School Student
教訓,Lesson,運,Luck,孫,Grandchildren,出張,Business trip,生かす,make use of,引き返す,Turn back
洋服,Clothes,久しぶり,Long time no see,楽器,Instrument,操作,operation,自然,nature,結核,Tuberculosis
銃,gun,葉,leaf,大抵,Most,丈夫,Tough,尻尾,Tail,確立,Establish
越える,exceed,撃つ,Shoot,攻める,Attack,卵,Eggs,今夜,Tonight,歓迎,Welcome
年度,year,立ち上がる,rise up,制裁,Sanction,水素,Hydrogen,提案,Proposal,地区,District
冷凍,Refrigeration,散らす,scatter,任せる,Leave to,加入,Join,祭,Festival,処置,Treatment
一瞬,One moment,作物,crops,難,Difficulty,笛,whistle,臨時,temporary,賞品,Prizes
熱意,Enthusiasm,鉛,Lead,昼,day,引き受ける,undertaking,屋,house,同時,Simultaneous
長,length,改札,Change tag,人体,human body,幼稚,child,斜面,Slope,気,Interest
社,Company,疑問,Question,入口,entrance,簡易,simple,汚す,pollute,利害,Interest
誤解,Misunderstanding,やがて,Eventually,審査,Examination,ひとまず,simple,上司,boss,引っ張る,Pull
報,report,さん,three,ベッド,bed,漁業,fishing,過失,negligence,野生,Wild
まあ,well,倍率,Magnification,一括,Batch,楽しい,Fun,睡眠,Sleep,芝,lawn
作者,Author,侵入,intrusion,省,Ministry,完了,Complete,そんなに,So much,附属,attached
中央,center,裁判,trial,地名,Place name,辺り,around,欧米,Europe and America,区別,distinction
打つ,strike,下車,Dismounting,思考,Thought,都心,city center,決心,determination,下降,Descent
職務,Duties,副,Deputy,婦人,Lady,映る,reflection,素直,honesty,国有,Government-owned
それとも,or,宿題,Homework,上昇,Ascent,心理,Psychology,権力,Power,事務,office
政策,policy,占う,Divination,英和,English harmony,両方,Both,清掃,cleanliness,張る,stretch
息,breath,ある,be,色彩,color,反対,Opposite,対,vs.,沈黙,silence
真面目,serious,幸福,happiness,遊び,Play,了解,Copy,移る,Move,ゆとり,leeway
物体,object,広い,wide,法律,Law,幾,how many,奥さん,wife,株式,stock
論じる,discuss,時,Time,記載,Description,転勤,transfer,手法,method,来週,next week
就く,take,赤,red,公立,Public,前,Before,言い出す,start talking,校,school
きちっと,neatly,分解,Decomposition,連中,Renchu,動かす,move,供給,supply,安心,relief
未知,unknown,築く,build,反乱,rebellion,尊敬,respect,消耗,consumption,茎,stem
開く,open,誓う,Pledge,こする,rub,子孫,descendants,休業,leave of absence,移民,Immigration
価格,price,地面,ground,助かる,be saved,驚く,Surprise,飛び出す,pop out,炭鉱,Coal mine
理由,Reason,魚,fish,渦,vortex,仕上げ,Finish,外相,foreign minister,進む,Advance
高速,High Speed,食事,Meal,不在,absence,興奮,Excitement,現場,On-site,能率,efficiency
専攻,Major,刑,punishment,勧告,advise,距離,Distance,改正,amendment,掲示,posting
庶民,common people,頂点,top,情勢,situation,証明,Proof,億,billion,爽やか,refreshing
迫る,approaching,小売,Retail,越す,exceed,固有,Specific,辛い,painful,元,Ex
申し出,offer,習慣,Habit,患者,patient,すなわち,I.e.,歌手,Singer,含む,Contains
くれる,be offered,細胞,Cell,主語,subject,小柄,small size,民間,Private,化石,Fossil
転じる,turn,隻,ship,林業,forestry,制限,Limitation,くどい,Difficult,設計,Design
極端,extreme,代わる,replace,北,North,現状,Current state,溜まる,accumulate,関連,Related
踊り,dance,着々,steadily,赤字,Deficit,統合,Integration,丁度,Just,教師,Teacher
鮮やか,vivid,熱い,Hot,天国,Heaven,みょう,my,市民,citizen,理屈,theory
目立つ,stand out,今朝,This morning,支持,Support,事情,circumstances,思わず,Unintentional,いる,there
梅雨,rainy season,あら,I,日の丸,Japanese flag,方々,people,付き,following,熱帯,Tropics
浴びる,bathe,真似る,Imitation,どう,same,帰宅,returning home,明確,clear,自ら,Self
幕,curtain,影響,Influence,極力,extreme,点,point,地位,position,不幸,Misery
ころ,hollow,薬局,Pharmacy,格別,exceptional,生き物,living things,図る,Draw,産業,Industry
遠慮,reserved,直線,Straight line,辞典,dictionary,診療,Medical treatment,児童,child,体温,Body Temperature
剃る,shave,満員,Packed,農業,Agriculture,驚異,Wonders,いいえ,No,女性,Women
枯れる,wither,大統領,President,泡,Foam,驚き,Surprise,環境,Environment,名所,Places
僧,monk,長官,Secretary,死ぬ,Die,重たい,Heavy,生活,Life,火山,Volcano
衛生,hygiene,正しい,Correct,素材,Material,新幹線,Shinkansen,紙幣,Paper money,柔軟,Flexible
幸運,Good Luck,紐,string,行き,Going,規制,Regulation,大工,Carpenter,釣る,Fishing
スポーツ,sports,鳴く,squeal,長引く,Prolonged,偏,bias,頼む,Please,姉,Sister
流れる,Flow,雰囲気,Atmosphere,昇進,Promotion,しばしば,often,物理,Physics,従事,work
汚染,Pollution,商店,store,会合,meeting,的,on the,上手,skill,皆さん,Everyone
楽譜,Sheet music,日記,diary,汚れ,Dirt,他方,on the other hand,水産,Fishery,卑怯,cowardice
秩序,Order,快晴,Fine weather,預ける,deposit,堅い,Rigid,最終,Final,定価,List price
確実,Certainty,選手,Players,祝い,Celebration,膜,membrane,レストラン,Restaurant,恋愛,Love
蒸気,steam,分かれる,Divide,地味,Sober,見つける,Find,大通り,Main Street,量,Amount
擦る,rub,ここ,here,車,car,主権,Sovereignty,強硬,Hard,界,world
雑誌,Magazine,振動,vibration,表現,Expression,軍隊,army,性質,nature,脱ぐ,take off
延長,Extension,しかる,Shall,唸る,roar,何しろ,after all,大した,Great,角度,Angle
本来,Original,従って,therefore,動作,movement,悔やむ,Regret,味方,Ally,損なう,Loss
孤立,Isolation,体系,system,強引,forceful,一緒,Together,学会,Academic Society,怖い,scary
聖書,Bible,加わる,participate,出る,go out,紛争,Conflict,組織,Organization,宴会,Banquet
曖昧,Ambiguous,飲み物,drink,調整,Adjustment,葉書,postcard,地主,Landowner,使用,Use
職場,Workplace,転がる,roll,能力,Ability,夜間,Night,対処,Dealing with,署名,Sign
公害,Pollution,団体,Group,間隔,spacing,さあ,Come on,受験,Examination,吊る,Hanging
暮らす,Living,向け,For,慌てる,Hurry,誘う,Invite,土木,Civil Engineering,明け方,dawn
直面,Facing,やる,I'll do it.,機構,Mechanism,不足,shortage,全て,All,模索,Seeking
弁,defense,たま,ball,本場,main site,台風,Typhoon,室,Room,支給,Supply
護衛,protection,国民,people,堤防,embankment,所属,Belonging,送る,Send,こう,light
続ける,continue,内部,internal,突き,thrust,封鎖,Blockade,反発,Repulsion,曲線,curve
脅迫,intimidation,妊娠,Pregnancy,冷静,Calm,自動,Automatic,国産,domestic production,系統,system
消化,digestion,市,City,空気,Air,普段,Normal,実情,actual situation,畳,fold
先ず,first,パーティー,Party,個体,Individual,時刻,Time,減少,Decrease,他人,others
恥ずかしい,embarrassment,半島,Peninsula,ご,word,援助,Assistance,深刻,Serious,効力,Efficacy
論,discussion,振り,pretend,悲惨,misery,植物,Plants,国防,National Defense,牛,cow
議案,Proposal,軍,military,用心,Vigilance,合意,Consensus,重なる,Overlapping,複数,Multiple
青春,Youth,動機,motive,立体,Solid,西洋,Western,緩やか,gradual,雑貨,Goods
経費,expenses,盗む,Steal,在庫,inventory,蓄積,Accumulation,初歩,first step,つける,Attach
予め,In advance,純粋,Pure,湖,Lake,銅,Copper,綱,rope,組み合わせ,Combination
付き合い,socializing,地帯,Zone,設備,Equipment,古い,Old,短い,short,運輸,Transportation
増大,increase,毎月,Monthly,屋外,Outdoors,化粧,Cosmetics,暴動,Riot,結晶,Crystal
強盗,Robbery,オートバイ,Motorcycle,撮影,Shooting,気圧,Air pressure,地盤,ground,ちゃん,Chan
乱暴,violent,世の中,The world,内陸,Inland,信者,Believer,天,Heaven,つなぐ,connect
どうにか,Somehow,眺める,View,申込,Application,空港,Airport,およそ,About,もちろん,Of course
処理,Handling,計る,Measure,収める,accommodate,策,strategy,鐘,Bell,流,flow
規約,Terms,増える,Increase,等しい,Equivalent,脚本,Screenplay,番号,Number,調子,tone
買う,Buy,仕様,Specifications,科目,subject,良い,Good,部屋,Room,堂々,hall
治す,Cure,勝利,Victory,無難,safe,向こう,the other side,税務署,Tax Office,電報,telegram
親切,kindness,しかも,more,素,elementary,日の出,sunrise,事件,Case,加える,add
木材,Wood,黄色,Yellow,答える,answer,あいにく,unfortunately,初級,Elementary,合流,joining forces
経過,Progress,世,World,箸,chopsticks,詳細,Details,牛乳,Milk,嫌がる,dislike
見つめる,look at,宿命,destiny,小鳥,small bird,貢献,Contribution,関心,interest,冷房,air conditioning
引き出す,Pull out,女,woman,成熟,maturity,恩,gratitude,前例,precedent,喫茶,coffee
晩年,later years,夕日,Sunset,豪華,gorgeous,抑圧,oppression,周期,Period,法学,jurisprudence
掴む,grasp,失敗,failure,優れる,be kind,もっと,More,区画,Compartments,象徴,Symbolism
三,three,一切,all,もらう,receive,措置,Measures,批評,Criticism,ご覧,See
道路,road,断言,affirmation,勧める,encourage,全身,Whole body,数学,Mathematics,粒,Grain
