W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
打ち明ける,うちあける,"confide in, reveal",土産,みやげ,souvenir,糸,いと,"thread, yarn",仏,ほとけ,"buddha, Buddhist image"
頭,かしら,"head, chief",酔う,よう,get drunk,釣る,つる,"angle, fish",憎む,にくむ,"hate, detest"
一同,いちどう,"everybody, all",取り上げる,とりあげる,"take up, confiscate",無くす,なくす,"lose, get rid of",憎らしい,にくらしい,"hateful, horrible"
改まる,あらたまる,"be renewed, change",険しい,けわしい,"steep, craggy",うまい,うまい,"delicious, tasty",憎い,にくい,"hateful, abominable"
組み合わせる,くみあわせる,"assort, join together",万一,まんいち,if by any chance,夕飯,ゆうはん,"evening meal, supper",儀式,ぎしき,"ceremony, ritual"
組み込む,くみこむ,"incorporate, integrate",保証,ほしょう,"guarantee, warranty",泥棒,どろぼう,"thief, crook",行儀,ぎょうぎ,"manners, behavior"
クイズ,クイズ,"quiz, quiz show",生存,せいぞん,"existence, survival",沸かす,わかす,"boil, excite",礼儀,れいぎ,"good manners, courtesy"
取り組む,とりくむ,"grapple, pursue",保存,ほぞん,"preservation, conservation",乾く,かわく,"dry, run dry",葬式,そうしき,funeral ceremony
織物,おりもの,"cloth, textile",存じる,ぞんじる,"think, know",一生懸命,いっしょうけんめい,"for life, with all one's might",荒れる,あれる,"be wild, run waste"
進出,しんしゅつ,advancement,注ぐ,そそぐ,"pour into, concentrate",髪,かみ,"hair, hairstyle",荒い,あらい,"wild, reckless"
進行,しんこう,advancement,意義,いぎ,"meaning, significance",鏡,かがみ,mirror,荒い,あらい,"harsh, rough"
行進,こうしん,"march, parade",意地悪,いじわる,"nastiness, ill-natured person",お土産,おみやげ,souvenir,推薦,すいせん,"recommendation, nomination"
推進,すいしん,promotion,生意気,なまいき,"cheeky, conceited",手袋,てぶくろ,gloves,芽,め,"bud, sprout"
市場,しじょう,"market, exchange",面,めん,"surface, aspect",拾う,ひろう,"pick up, find",芝生,しばふ,"lawn, turf"
家計,かけい,family finances,文,ぶん,"writings, sentence",財布,さいふ,"purse, wallet",墓,はか,"grave, gravestone"
主任,しゅにん,"person in charge, head",金額,きんがく,"amount of money, sum",柔らかい,やわらかい,soft,暮らす,くらす,"live, earn one's livelihood"
果たす,はたす,"accomplish, realize",解答,かいとう,"solution, answer",押し入れ,おしいれ,closet,暮らし,くらし,"living, livelihood"
協議,きょうぎ,"conference, deliberation",認める,みとめる,"recognize, acknowledge",引き出し,ひきだし,"drawer, withdrawal",暮れ,くれ,"dusk, the end (of a season or a year)"
運送,うんそう,"shipping, transportation",確率,かくりつ,"probability, rate",包む,つつむ,"wrap, pack",幕,まく,curtain
勤勉,きんべん,"diligence, hard work",能率,のうりつ,efficiency,飾る,かざる,"decorate, exhibit",肌,はだ,"skin, surface"
勤め先,つとめさき,employment,要するに,ようするに,"in a word, in short",ベル,ベル,bell,肌着,はだぎ,underwear
勤務,きんむ,"duty, service",分解,ぶんかい,taking apart,眠い,ねむい,sleepy,脂,あぶら,"fat, grease"
任務,にんむ,"duty, mission",楽器,がっき,musical instrument,眠る,ねむる,sleep,要旨,ようし,"gist, overview"
従業員,じゅうぎょういん,"employee, worker",食器,しょっき,"tableware, dinner set",壁,かべ,"wall, partition",郡,ぐん,county
ストライキ,ストライキ,strike,器用,きよう,"skillful, clever",用事,ようじ,"things to do, errand, business",群れ,むれ,"crowd, herd"
良心,りょうしん,conscience,受話器,じゅわき,receiver,迎える,むかえる,"welcome, go out to meet, invite",新鮮,しんせん,fresh
応募,おうぼ,application,器械,きかい,"instrument, apparatus",力,ちから,"strength, power",羽根,はね,feather
有する,ゆうする,"have, possess",家具,かぐ,furniture,寂しい,さびしい,"lonely, desolate, sad",扇風機,せんぷうき,electric fan
早める,はやめる,"move forward (in time), expedite",乗客,じょうきゃく,passenger,丁寧,ていねい,"polite, courteous, careful",戸棚,とだな,"closet, cupboard"
採算,さいさん,profit,器具,きぐ,"utensil, implement",事故,じこ,"accident, incident",覆う,おおう,"cover, hide"
見込み,みこみ,"hope, prospect",使用,しよう,usage,試験,しけん,"test, examination",履く,はく,"put on footwear, wear"
短大,たんだい,junior college,社説,しゃせつ,editorial,畳,たたみ,"tatami, mat",一層,いっそう,"more, even more"
職員,しょくいん,"staff, employee",実物,じつぶつ,"real thing, actual object",布団,ふとん,"futon, bedquilt",高層,こうそう,"high altitude, high-rise"
退職,たいしょく,"retirement, resignation",一通り,ひととおり,"briefly, once over",踊る,おどる,dance,大層,たいそう,"very, highly"
退学,たいがく,withdrawal from school,モデル,モデル,model,踊り,おどり,"dance, dancing",塀,へい,"fence, wall"
理屈,りくつ,"reason, logic",やっつける,やっつける,"beat, let someone have it",踏む,ふむ,"step on, tread on",掘る,ほる,"dig, unearth"
前提,ぜんてい,"assumption, premise",死体,したい,"corpse, body",祖父,そふ,grandfather,居間,いま,living room
条約,じょうやく,treaty,遠足,えんそく,"excursion, hike",祖母,そぼ,grandmother,居る,おる,"be present, stay (humble)"
真相,しんそう,the truth,遊園地,ゆうえんち,amusement park,沸く,わく,"boil, be excited",解釈,かいしゃく,"interpretation, explanation"
認識,にんしき,"recognition, acknowledgment",ベンチ,ベンチ,bench,湯,ゆ,"hot water, hot bath, bathhouse",匂い,におい,"smell, odor"
満たす,みたす,"fill, satisfy",祭日,さいじつ,"national holiday, festival day",怒る,おこる,"get angry, scold",匂う,におう,smell (pleasant)
未定,みてい,"undecided, pending",交際,こうさい,"association, friendship",遠慮,えんりょ,"reserve, hesitation, forethought",臭い,くさい,"ill-smelling, stinking"
用件,ようけん,"matter, things to be done",際,さい,"occasion, time",お嬢さん,おじょうさん,"young lady, your daughter",面倒臭い,めんどうくさい,"troublesome, tiresome"
参議院,さんぎいん,"House of Councilors, Upper House",座席,ざせき,seat,引っ越す,ひっこす,"move, change quarters",唇,くちびる,"lip, lips"
さぞ,さぞ,"no doubt, must",飛び出す,とびだす,"fly out, dash out",合う,あう,fit,舌,した,tongue
保険,ほけん,insurance,ヘリコプター,ヘリコプター,helicopter,ガラス,ガラス,glass,肩,かた,shoulder
申し出る,もうしでる,"offer, propose",飛ばす,とばす,"fly, shoot",ひどい,ひどい,"cruel, severe",髪の毛,かみのけ,hair
追い出す,おいだす,"turn out, kick out",飛行,ひこう,"flight, aviation",足す,たす,"add, supplement",白髪,しらが,"white hair, gray hair"
比率,ひりつ,"ratio, percentage",航空,こうくう,aviation,形,かたち,"shape, form",毛,け,"hair, wool"
判決,はんけつ,"judicial decision, judgment",材木,ざいもく,"timber, wood",なるほど,なるほど,"I see, really",毛皮,けがわ,fur
込める,こめる,"put in, concentrate on",半島,はんとう,peninsula,コンサート,コンサート,concert,毛糸,けいと,"woolen yarn, wool"
予想,よそう,"prospect, expectation",完全,かんぜん,"perfect, complete",気分,きぶん,"feeling, mood",皮膚,ひふ,skin
合成,ごうせい,"composition, synthesis",賛成,さんせい,"approval, agreement",うるさい,うるさい,"noisy, bothersome",皮,かわ,"peel, fur"
現像,げんぞう,developing a film,成人,せいじん,"adult, grownup",ガソリン,ガソリン,gasoline,皮肉,ひにく,"cynicism, irony"
気象,きしょう,weather condition,反映,はんえい,reflection,おっしゃる,おっしゃる,say,西暦,せいれき,"Christian Era, A.D."
回路,かいろ,circuit,率,りつ,"ratio, proportion",無理,むり,impossibility,灰,はい,ashes
保障,ほしょう,"guarantee, security",違いない,ちがいない,"no mistaking it, for certain",用,よう,things to do,灰色,はいいろ,"ash color, gray"
悪化,あっか,"worsening, aggravation",森林,しんりん,"forest, woodland",新聞社,しんぶんしゃ,newspaper office,炎,ほのお,"flame, blaze"
負傷,ふしょう,"hurt, injury",勝敗,しょうはい,victory or defeat,決して,けっして,"never, by no means",灯油,とうゆ,"kerosene, lamp oil"
立て替える,たてかえる,"pay for another, pay in advance",過ごす,すごす,"pass, let pass",交通,こうつう,"traffic, transportation",炊く,たく,"cook, boil"
物資,ぶっし,"commodities, goods",スライド,スライド,slide,いらっしゃる,いらっしゃる,"come, go",炊事,すいじ,cooking
破壊,はかい,"breaking, destruction",原理,げんり,"principle, theory",すっかり,すっかり,"all, completely",畑,はたけ,"field, vegetable garden"
救い,すくい,"rescue, relief",原,はら,"plain, field",明日,あす,tomorrow,小麦,こむぎ,wheat
もはや,もはや,"already, no longer",間接,かんせつ,indirect,点,てん,"point, issue",化粧,けしょう,"make up, put on makeup"
要請,ようせい,"request, demand",資料,しりょう,"materials, data",文法,ぶんぽう,grammar,粒,つぶ,"grain, drop"
派遣,はけん,"dispatch, sending",限り,かぎり,"limit, as far as possible",差し上げる,さしあげる,respectfully give,粉,こな,"powder, flour"
犯す,おかす,"offend against, rape",無限,むげん,"infinite, endless",支度,したく,"arrangement, preparation",豆,まめ,"bean, peas"
明白,めいはく,"clear, plain",現金,げんきん,cash,なるべく,なるべく,"as...as possible, if possible",丼,どんぶり,bowl
逃げ出す,にげだす,"make a break for, run off",一生,いっしょう,a lifetime,発音,はつおん,pronunciation,直径,ちょっけい,diameter
作戦,さくせん,"tactic, strategy",何とか,なんとか,"somehow or other, one way or another",タイプ,タイプ,type,半径,はんけい,radius
主題,しゅだい,"subject, theme",願い,ねがい,"wish, request",済む,すむ,"be settled, complete",道徳,どうとく,"morality, morals"
挑戦,ちょうせん,challenge,一言,ひとこと,single word,電報,でんぽう,telegram,恵まれる,めぐまれる,"be blessed, be privileged"
敗戦,はいせん,"lost battle, defeat",説,せつ,"theory, opinion",親切,しんせつ,kindness,恩,おん,"debt of gratitude, kindness"
総会,そうかい,general meeting,後者,こうしゃ,the latter,下宿,げしゅく,"lodging, boarding house",休憩,きゅうけい,"rest, repose"
総合,そうごう,"synthesis, integration",正面,しょうめん,"front, face",似る,にる,"resemble, be alike",怠ける,なまける,"be lazy, neglect"
捜査,そうさ,"criminal investigation, search",正午,しょうご,"noon, noontime",しっかり,しっかり,"mature, reliable",虫歯,むしば,"decayed tooth, cavity"
深める,ふかめる,"deepen, intensify",正門,せいもん,"main gate, main entrance",オーバー,オーバー,exaggerate,吐く,はく,"holler, spew"
落ち着き,おちつき,"presence of mind, composure",正方形,せいほうけい,square,なかなか,なかなか,"rather, pretty",叫ぶ,さけぶ,"shout, cry out"
見落とす,みおとす,"miss, fail to notice",不正,ふせい,"fraud, impropriety",たまに,たまに,"occasionally, by chance",渇く,かわく,be thirsty
海流,かいりゅう,ocean current,異常,いじょう,"extraordinary, exceptional",ちっとも,ちっとも,nothing at all,濡れる,ぬれる,get wet
流通,りゅうつう,"circulation, distribution",日常,にちじょう,"daily, everyday",試合,しあい,"match, game",濡らす,ぬらす,"wet, moisten"
