Sentences,Translation
穏やかな一日だった。,It was a calm day.
彼は穏やかな処置をとった。,He took gentle measures.
彼は余生を穏やかに過ごした。,He spent the rest of his life peacefully.
昨夜はひどい雷雨だった。,We had a bad thunderstorm last night.
冷たくて湿っぽい空気。,The air was cold and humid.
かびは湿っぽい所が好きだ。,Molds like damp places.
今日はとても蒸し暑い。,It's very humid today.
梅雨で部屋がじめじめしている。,It's rainy season and the room is damp.
雨の後で地面がじめじめしている。,The ground is damp after the rain.
彼はじめじめした性格だ。,He has a sullen/gloomy personality.
猛暑をどう凌いでいますか。,How are you surviving the heat wave?
冷凍庫の霜を取る。,Defrosting the freezer.
今朝野原に霜がおりていた。,There was frost in the field this morning.
霜で真っ白である。,It was white with frost.
霜に強い品種。,A frost-tolerant variety.
一面に霜がおりている校庭。,The schoolyard with frost all over it.
濃い霧が町にかかっている。,A thick fog hung over the town.
霧が次第に薄らいだ。,The fog gradually thinned.
霧のかかった朝。,Foggy Morning
彼女は霧の中で迷子になった。,She was lost in the fog.
町は霧に包まれている。,The town is shrouded in fog.
その試合は雨天で流れた。,That game was rained out.
運動会は雨天順延になります。,The Sports Day will be postponed in case of rain.
非常の場合に備える。,Prepare for emergencies
非常口はどこにありますか。,Where are the emergency exits located?
その建物には非常口がない。,The building had no emergency exits.
手を触れないでください。,Please do not touch it.
ペンキ塗りたて。,Freshly painted.
芝生に入らないで下さい。,Please stay off the lawn.
起こさないでください。,Please don't wake him up/disturb.
観光案内所にお問い合わせください。,Please inquire at the Tourist Information Center.
観光案内所はどこですか。,Where is the tourist information center?
観光案内所では、ほしい人には誰にでも町の地図をあげました。,The tourist information center gave a city map to whoever asked it.
お手洗いはどこでしょうか。,Where is the restroom?
マナーモードに設定して下さい。,Please set it to silent mode.
先生、この子に応急手当をしてください。,"Doctor, please give this child first aid."
この講座では応急手当の基本的な技能を教えます。,This course teaches basic skills in First Aid.
申し込は明日まで受け付けます。,Applications will be accepted until tomorrow.
これを受付にお出しください。,Please present this to the receptionist.
楽しい休暇を。,Have a nice vacation.
楽しい旅行を。,Have a good trip.
お休みなさい。,Good night.
じゃあ 、失礼しま す。,I’d better be going.
館内では禁煙です。,Smoking is not allowed in the building.
彼は会議では禁煙しようと提案した。,He suggested that there be no smoking at the meeting.
あなたは喫煙をひかえるべきです。,You should abstain from smoking.
喫煙は健康に影響する。,Smoking can affect your health.
この電話は故障中だよ。,This phone is out of order.
コンピューターが故障中で修理しなくてはいけない。,The computer is out of order and must be repaired.
部屋は皆予約済みです。,The rooms are all booked.
この席は予約済みですか？,Is this seat already reserved?
このテーブルは予約済みです。,This table is reserved.
そうなんだけど..,That’s true but... 
そうなんですけど..,That is the case but...
日本人のふりをしました。,I pretended to be Japanese.
若いふりをしました。,I pretended to be young.
病気のふりをして、会社を休みました。,I pretended to be sick and took a day off from work.
忙しいふりをしないで、手伝って下さい。,"Don't pretend to be busy, please help me."
友達はよく、寝たふりをしています。,My friend often acts like he’s sleeping.
最近 、落ち込んでいます。,Recently I have been feeling down.
新型車の売り出しは秋になる予定だ。,The new car is scheduled to go on sale in the fall.
売り出しになる。,It will be on sale.
売り物に出す。,They put for sale
売り物に出る。,Thry go for sale.
彼が我々の案内役を務めた。,He served as our guide.
清掃中の張り紙。,A sign during cleaning.
